"Asset TRM ID","Asset","Blockchain","Blockchain TRM ID","Address","Forensics Support","Enhanced Analytics","API Support"
"aave_ethereum_aave","Aave Ethereum AAVE","ETH","eth","0xa700b4eb416be35b2911fd5dee80678ff64ff6c9","true","true","true"
"aave_ethereum_cb_eth","Aave Ethereum cbETH","ETH","eth","0x977b6fc5de62598b08c85ac8cf2b745874e8b78c","true","true","true"
"aave_ethereum_crv","Aave Ethereum CRV","ETH","eth","0x7b95ec873268a6bfc6427e7a28e396db9d0ebc65","true","true","true"
"aave_ethereum_dai","Aave Ethereum DAI","ETH","eth","0x018008bfb33d285247a21d44e50697654f754e63","true","true","true"
"aave_ethereum_e_btc","Aave Ethereum eBTC","ETH","eth","0x5fefd7069a7d91d01f269dade14526ccf3487810","true","true","true"
"aave_ethereum_ethx","Aave Ethereum ETHx","ETH","eth","0x1c0e06a0b1a4c160c17545ff2a951bfca57c0002","true","true","true"
"aave_ethereum_eurc","Aave Ethereum EURC","ETH","eth","0xaa6e91c82942aeae040303bf96c15a6dbcb82ca0","true","true","true"
"aave_ethereum_ez_eth","Aave Ethereum ezETH","ETH","eth","0x4e2a4d9b3df7aae73b418bd39f3af9e148e3f479","true","true","true"
"aave_ethereum_fbtc","Aave Ethereum FBTC","ETH","eth","0xcca43cef272c30415866914351fdfc3e881bb7c2","true","true","true"
"aave_ethereum_link","Aave Ethereum LINK","ETH","eth","0x5e8c8a7243651db1384c0ddfdbe39761e8e7e51a","true","true","true"
"aave_ethereum_lusd","Aave Ethereum LUSD","ETH","eth","0x3fe6a295459fae07df8a0cecc36f37160fe86aa9","true","true","true"
"aave_ethereum_os_eth","Aave Ethereum osETH","ETH","eth","0x927709711794f3de5ddbf1d176bee2d55ba13c21","true","true","true"
"aave_ethereum_pyusd","Aave Ethereum PYUSD","ETH","eth","0x0c0d01abf3e6adfca0989ebba9d6e85dd58eab1e","true","true","true"
"aave_ethereum_r_eth","Aave Ethereum rETH","ETH","eth","0xcc9ee9483f662091a1de4795249e24ac0ac2630f","true","true","true"
"aave_ethereum_rlusd","Aave Ethereum RLUSD","ETH","eth","0xfa82580c16a31d0c1bc632a36f82e83efef3eec0","true","true","true"
"aave_ethereum_s_usde","Aave Ethereum sUSDe","ETH","eth","0x4579a27af00a62c0eb156349f31b345c08386419","true","true","true"
"aave_ethereum_syrup_usdt","Aave Ethereum syrupUSDT","ETH","eth","0x24ab03a9a5bc2c49e5523e8d915a3536ac38b91d","true","true","true"
"aave_ethereum_t_btc","Aave Ethereum tBTC","ETH","eth","0x10ac93971cdb1f5c778144084242374473c350da","true","true","true"
"aave_ethereum_t_eth","Aave Ethereum tETH","ETH","eth","0x481a2acf3a72ffdc602a9541896ca1db87f86cf7","true","true","true"
"aave_ethereum_uni","Aave Ethereum UNI","ETH","eth","0xf6d2224916ddfbbab6e6bd0d1b7034f4ae0cab18","true","true","true"
"aave_ethereum_usdc","Aave Ethereum USDC","ETH","eth","0x98c23e9d8f34fefb1b7bd6a91b7ff122f4e16f5c","true","true","true"
"aave_ethereum_usde","Aave Ethereum USDe","ETH","eth","0x4f5923fc5fd4a93352581b38b7cd26943012decf","true","true","true"
"aave_ethereum_usdg","Aave Ethereum USDG","ETH","eth","0x7c0477d085ecb607cf8429f3ec91ae5e1e460f4f","true","true","true"
"aave_ethereum_usds","Aave Ethereum USDS","ETH","eth","0x32a6268f9ba3642dda7892add74f1d34469a4259","true","true","true"
"aave_ethereum_usdt","Aave Ethereum USDT","ETH","eth","0x23878914efe38d27c4d67ab83ed1b93a74d4086a","true","true","true"
"aave_ethereum_usdtb","Aave Ethereum USDtb","ETH","eth","0xec4ef66d4fceeba34abb4de69db391bc5476ccc8","true","true","true"
"aave_ethereum_wbtc","Aave Ethereum WBTC","ETH","eth","0x5ee5bf7ae06d1be5997a1a72006fe6c607ec6de8","true","true","true"
"aave_ethereum_we_eth","Aave Ethereum weETH","ETH","eth","0xbdfa7b7893081b35fb54027489e2bc7a38275129","true","true","true"
"aave_ethereum_weth","Aave Ethereum WETH","ETH","eth","0x4d5f47fa6a74757f35c14fd3a6ef8e3c9bc514e8","true","true","true"
"aave_ethereum_xaut","Aave Ethereum XAUt","ETH","eth","0x8a2b6f94ff3a89a03e8c02ee92b55af90c9454a2","true","true","true"
"aave_polygon_dai","Aave Polygon DAI","MATIC","polygon","0x82e64f49ed5ec1bc6e43dad4fc8af9bb3a2312ee","true","true","true"
"aave_polygon_usdt","Aave Polygon USDT","MATIC","polygon","0x6ab707aca953edaefbc4fd23ba73294241490620","true","true","true"
"aave_wrapped_eth","AAVE Wrapped ETH","ETH","eth","0x030ba81f1c18d280636f32af80b9aad02cf0854e","true","true","true"
"aave","Aave","ETH","eth","0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9","true","true","true"
"aave","Aave","MATIC","polygon","0xd6df932a45c0f255f85145f286ea0b292b21c90b","true","true","true"
"aave","Aave","FANT","fantom","0x6a07a792ab2965c72a5b8088d3a069a7ac3a993b","true","true","true"
"aave","Aave","NEAR","near","7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9.factory.bridge.near","true","true","true"
"aave","Aave","BASE","base","0x63706e401c06ac8513145b7687a14804d17f814b","true","true","true"
"aave","Aave","ARBITRUM","arbitrum","0xba5ddd1f9d7f570dc94a51479a000e3bce967196","true","true","true"
"aavegotchi","Aavegotchi","ETH","eth","0x3f382dbd960e3a9bbceae22651e88158d2791550","true","true","true"
"abb_vie_x_stock","AbbVie xStock","ETH","eth","0xfbf2398df672cee4afcc2a4a733222331c742a6a","true","true","true"
"abb_vie_x_stock","AbbVie xStock","SOL","solana","XswbinNKyPmzTa5CskMbCPvMW6G5CMnZXZEeQSSQoie","true","true","true"
"abb_vie_x_stock","AbbVie xStock","TON","ton_protocol","EQblbbyzaeci_sdsxlq77inz4kbhfk5adat_bw4sraykaqt-","true","true","true"
"abbott_x_stock","Abbott xStock","ETH","eth","0x89233399708c18ac6887f90a2b4cd8ba5fedd06e","true","true","true"
"abbott_x_stock","Abbott xStock","SOL","solana","XsHtf5RpxsQ7jeJ9ivNewouZKJHbPxhPoEy6yYvULr7","true","true","true"
"abbott_x_stock","Abbott xStock","TON","ton_protocol","EQdo-gj4yljh21dtkrtbupyjpqukqw4pdmz5ce0m6p1lnpj_","true","true","true"
"abe","ABE","UNICHAIN","unichain","0xd4390b4a41a1057ae0acdd4b9435a0c7555ab464","true","true","true"
"abe","ABE","ETH","eth","0xd0dfca0b404e866dc9a3038bd2a545c6735d9fa9","true","true","true"
"abyss_finance","The Abyss","ETH","eth","0x0e8d6b471e332f140e7d9dbb99e5e3822f728da6","true","true","true"
"ac_exchange_token","Ac Exchange Token","ETH","eth","0x7be00ed6796b21656732e8f739fc1b8f1c53da0d","true","true","true"
"ac_milan_fan_token","AC Milan Fan Token","CHZ","chiliz","0x062f6004fd0bf204d272ff115e5b84f7a01489d1,0xf9c0f80a6c67b1b39bddf00ecd57f2533ef5b688","true","true","true"
"accenture_x_stock","Accenture xStock","ETH","eth","0x03183ce31b1656b72a55fa6056e287f50c35bbeb","true","true","true"
"accenture_x_stock","Accenture xStock","SOL","solana","Xs5UJzmCRQ8DWZjskExdSQDnbE6iLkRu2jjrRAB1JSU","true","true","true"
"accenture_x_stock","Accenture xStock","TON","ton_protocol","EQdbofnfmqlxhtjoi6vitewsagezrtpwkjeexi8tadbwrlzr","true","true","true"
"access_protocol","Access Protocol","SOL","solana","5MAYDfq5yxtudAhtfyuMBuHZjgAbaS9tbEyEQYAhDS5y","true","true","true"
"ace_token","Ace Token","ETH","eth","0xe17e41acd4caa3cec048837bfd1918b3c4141767","true","true","true"
"ace","TRONAce","TRX","trx","TNYNLRkqq956bQc2buvoLbaLgh25RkJMiN","true","true","true"
"across_protocol_token","Across Protocol Token","ETH","eth","0x44108f0223a3c3028f5fe7aec7f9bb2e66bef82f","true","true","true"
"act_i_the_ai_prophecy","ACT I: The AI Prophecy","SOL","solana","GJAFwWjJ3vnTsrQVabjBVK2TYB1YtRCQXRDfDgUnpump","true","true","true"
"acurast","Acurast","ETH","eth","0x216b3643ff8b7bb30d8a48e9f1bd550126202add","true","true","true"
"acx_success_token_30_june_2025","ACX Success Token [30 June 2025]","ETH","eth","0x4cbd49fcb56bbd06658103ab9fb3ae0faffe365a","true","true","true"
"ada_peepos","FREN Token","ADA","ada","fc11a9ef431f81b837736be5f53e4da29b9469c983d07f321262ce61","true","true","true"
"adadao","ADADao","BSC","binance_smart_chain","0x3b76374cc2dfe28cc373dca6d5024791b2586335","true","true","true"
"adadao","ADADao","ADA","ada","50f8758f5a5c9511a8d9b395e7d5df761bc7e46bcbcaf4d383bc1877","true","true","true"
"adax","ADAX","ADA","ada","0c78f619e54a5d00e143f66181a2c500d0c394b38a10e86cd1a23c5f41444158","true","true","true"
"adazoo","ADAZOO","ADA","ada","15637826ecbdb4e5747fd41f830d9735a8c4e6d927e44d29ceef9e88","true","true","true"
"adigital","ADIGITAL","MATIC","polygon","0x763c9bd49b15e32ac324c4f8cd908d995cf88148","true","true","true"
"adobe_x_stock","Adobe xStock","ETH","eth","0x16e0b579be45baae54ceddd52e742b6457a7fe12","true","true","true"
"adobe_x_stock","Adobe xStock","SOL","solana","XsDZMGEU8zadWFCkTtPBoPWYcUX3JHVmghnwf2Mve2q","true","true","true"
"adobe_x_stock","Adobe xStock","TON","ton_protocol","EQdvssxg4yj-r9qwexcqyznbimpzat-5raqypujnj25pkcot","true","true","true"
"adventure_gold","Adventure Gold","ETH","eth","0x32353a6c91143bfd6c7d363b546e62a9a2489a20","true","true","true"
"elf","Aelf","ETH","eth","0xbf2179859fc6d5bee9bf9158632dc51678a4100e","true","true","true"
"aergo","Aergo","ETH","eth","0x91af0fbb28aba7e31403cb457106ce79397fd4e6","true","true","true"
"aerodrome_finance","Aerodrome Finance (AERO)","BASE","base","0x940181a94a35a4569e4529a3cdfb74e38fd98631","true","true","true"
"ae","Aeternity","ETH","eth","0x5ca9a71b1d01849c0a95490cc00559717fcf0d1d","true","true","true"
"aeth","Aeth","ETH","eth","0x3a3a65aab0dd2a17e3f1947ba16138cd37d08c04","true","true","true"
"aethir","Aethir","ETH","eth","0xbe0ed4138121ecfc5c0e56b40517da27e6c5226b","true","true","true"
"aethir","Aethir","ARBITRUM","arbitrum","0xbe0ed4138121ecfc5c0e56b40517da27e6c5226b","true","true","true"
"aethir","Aethir","SOL","solana","Dm5BxyMetG3Aq5PaG1BrG7rBYqEMtnkjvPNMExfacVk7","true","true","true"
"aevo","Aevo","ETH","eth","0xb528edbef013aff855ac3c50b381f253af13b997","true","true","true"
"af_ri","AFRi","SOL","solana","Fk9mK6eHhPbzx2FEJZY9Usxt2jBS3dz8fu8a7wijRzy3","true","true","true"
"agent_s","Agent S","SUI","sui","0xea65bb5a79ff34ca83e2995f9ff6edd0887b08da9b45bf2e31f930d3efb82866::s::S","true","true","true"
"agent_tank","AgentTank","SOL","solana","GAMwtMB6onAvBNBQJCJFuxoaqfPH8uCQ2dewNMVVpump","true","true","true"
"ageur","agEUR","ETH","eth","0x1a7e4e63778b4f12a199c062f3efdd288afcbce8","true","true","true"
"agi","Agi","ETH","eth","0x8eb24319393716668d768dcec29356ae9cffe285","true","true","true"
"agora_usd","Agora USD","ARBITRUM","arbitrum","0x00000000efe302beaa2b3e6e1b18d08d69a9012a","true","true","true"
"agora_usd","Agora USD","ETH","eth","0x00000000efe302beaa2b3e6e1b18d08d69a9012a","true","true","true"
"agora_usd","Agora USD","INJ","injective","factory/inj1n636d9gzrqggdk66n2f97th0x8yuhfrtx520e7/ausd","true","true","true"
"agora_usd","Agora USD","KATANA","katana","0x00000000efe302beaa2b3e6e1b18d08d69a9012a","true","true","true"
"agora_usd","Agora USD","MONAD","monad","0x00000000efe302beaa2b3e6e1b18d08d69a9012a","true","true","true"
"agora_usd","Agora USD","SUI","sui","0x2053d08c1e2bd02791056171aab0fd12bd7cd7efad2ab8f6b9c8902f14df2ff2::ausd::AUSD","true","true","true"
"agri_dex","AgriDex","SOL","solana","AGRidUXLeDij9CJprkZx7WBXtTQC67jtfiwz293mVrJ","true","true","true"
"ai_16_z","ai16z","SOL","solana","HeLp6NuQkmYB4pYWo2zYs22mESHXPQYzXbB8n4V98jwC","true","true","true"
"ai_rig_complex","AI Rig Complex","SOL","solana","61V8vBaqAGMpgDQi4JcAwo1dmBGHsyhzodcPqnEVpump","true","true","true"
"aidcoin","AidCoin","ETH","eth","0x37e8789bb9996cac9156cd5f5fd32599e6b91289","true","true","true"
"aidoge","AIDOGE","ARBITRUM","arbitrum","0x09e18590e8f76b6cf471b3cd75fe1a1a9d2b2c2b","true","true","true"
"aion","Aion","ETH","eth","0x4ceda7906a5ed2179785cd3a40a69ee8bc99c466","true","true","true"
"aioz_network","AIOZ Network","ETH","eth","0x626e8036deb333b408be468f951bdb42433cbf18","true","true","true"
"air_swap","AirSwap","ETH","eth","0x27054b13b1b798b345b591a4d22e6562d47ea75a","true","true","true"
"aixbt_by_virtuals","aixbt by VIRTUALS","BASE","base","0x4f9fd6be4a90f2620860d680c0d4d5fb53d1a825","true","true","true"
"aixbt_by_virtuals","aixbt by VIRTUALS","SOL","solana","14zP2ToQ79XWvc7FQpm4bRnp9d6Mp1rFfsUW3gpLcRX","true","true","true"
"ajna_token","AjnaToken","ETH","eth","0x9a96ec9b57fb64fbc60b423d1f4da7691bd35079","true","true","true"
"akedo","Akedo","BSC","binance_smart_chain","0x2c3a8ee94ddd97244a93bc48298f97d2c412f7db","true","true","true"
"akropolis","Akropolis","ETH","eth","0x8ab7404063ec4dbcfd4598215992dc3f8ec853d7","true","true","true"
"al_ltra_usdt","ALLtra USDT","ETH","eth","0x9eead9ce15383caeed975427340b3a369410cfbf","true","true","true"
"aladdin_dao","AladdinDAO","ETH","eth","0xb26c4b3ca601136daf98593feaeff9e0ca702a8d","true","true","true"
"alchemist_ai","AlchemistAI","SOL","solana","HNg5PYJmtqcmzXrv6S9zP1CDKk5BgDuyFBxbvNApump","true","true","true"
"alchemix_usd","Alchemix USD","ETH","eth","0xbc6da0fe9ad5f3b0d58160288917aa56653660e9","true","true","true"
"alchemix","Alchemix","ETH","eth","0xdbdb4d16eda451d0503b854cf79d55697f90c8df","true","true","true"
"alchemix","Alchemix","NEAR","near","dbdb4d16eda451d0503b854cf79d55697f90c8df.factory.bridge.near","true","true","true"
"alchemy_pay","Alchemy Pay","ETH","eth","0xed04915c23f00a313a544955524eb7dbd823143d","true","true","true"
"aleo","ALEO","ALEO","aleo","","false","false","true"
"aleo","ALEO","ETH","eth","0xa8162a07efa81602c3803772d18d1789a44fd87a","true","true","true"
"aleph_im_v_2","aleph.im v2","ETH","eth","0x27702a26126e0b3702af63ee09ac4d1a084ef628","true","true","true"
"aleph","Aleph","ETH","eth","0xc0134b5b924c2fca106efb33c45446c466fbe03e","true","true","true"
"algo","Algo","ALGO","algorand","","true","true","true"
"algorand_vcad","Algorand VCAD","ALGO","algorand","438505559","true","true","true"
"alien_worlds_trilium","Alien Worlds Trilium","BSC","binance_smart_chain","0x2222227e22102fe3322098e4cbfe18cfebd57c95","true","true","true"
"alien_worlds","Alien Worlds","ETH","eth","0x888888848b652b3e3a0f34c96e00eec0f3a23f72","true","true","true"
"aligned_token","Aligned Token","ETH","eth","0x50614cc8e44f7814549c223aa31db9296e58057c","true","true","true"
"alink","Alink","ETH","eth","0xa64bd6c70cb9051f6a9ba1f163fdc07e0dfb5f84","true","true","true"
"alkimi","Alkimi","ETH","eth","0x3106a0a076bedae847652f42ef07fd58589e001f","true","true","true"
"alkimi","Alkimi","SUI","sui","0x1a8f4bc33f8ef7fbc851f156857aa65d397a6a6fd27a7ac2ca717b51f2fd9489::alkimi::alkimi","true","true","true"
"allora","Allora","ETH","eth","0x8408d45b61f5823298f19a09b53b7339c0280489","true","true","true"
"allunity_eur","AllUnity EUR","ETH","eth","0x4933a85b5b5466fbaf179f72d3de273c287ec2c2","true","true","true"
"almeela","Almeela","ETH","eth","0x8de67d55c58540807601dbf1259537bc2dffc84d","true","true","true"
"alongside_crypto_market_index","Alongside Crypto Market Index","ETH","eth","0xf17a3fe536f8f7847f1385ec1bc967b2ca9cae8d","true","true","true"
"alpha_finance","ALPHA Token","ETH","eth","0xa1faa113cbe53436df28ff0aee54275c13b40975","true","true","true"
"alpha_finance","ALPHA Token","BSC","binance_smart_chain","0xa1faa113cbe53436df28ff0aee54275c13b40975","true","true","true"
"alpha_five","Alpha5","ETH","eth","0xe8272210954ea85de6d2ae739806ab593b5d9c51","true","true","true"
"alpha_quark_token","Alpha Quark Token","ETH","eth","0x2a9bdcff37ab68b95a53435adfd8892e86084f93","true","true","true"
"alphabet_x_stock","Alphabet xStock","ETH","eth","0xe92f673ca36c5e2efd2de7628f815f84807e803f","true","true","true"
"alphabet_x_stock","Alphabet xStock","SOL","solana","XsCPL9dNWBMvFtTmwcCA5v3xWPSMEBCszbQdiLLq6aN","true","true","true"
"alphabet_x_stock","Alphabet xStock","TON","ton_protocol","EQalwjzxnxfjcknsurci9o2kvg_0b1kdtjosfvoedly37izc","true","true","true"
"alpine_fan_token","Alpine Fan Token","BSC","binance_smart_chain","0x287880ea252b52b63cc5f40a2d3e5a44aa665a76","true","true","true"
"alt_layer_token_on_bsc","AltLayer Token on BSC","BSC","binance_smart_chain","0x8457ca5040ad67fdebbcc8edce889a335bc0fbfb","true","true","true"
"altered_state_machine_token","Altered State Machine Utility Token","ETH","eth","x823556202e86763853b40e9cde725f412e294689","true","true","true"
"altlayer_token","AltLayer Token","ETH","eth","0x8457ca5040ad67fdebbcc8edce889a335bc0fbfb","true","true","true"
"amazon_x_stock","Amazon xStock","ETH","eth","0x3557ba345b01efa20a1bddc61f573bfd87195081","true","true","true"
"amazon_x_stock","Amazon xStock","SOL","solana","Xs3eBt7uRfJX8QUs4suhyU8p2M6DoUDrJyWBa8LLZsg","true","true","true"
"amazon_x_stock","Amazon xStock","TON","ton_protocol","EQctd2-7qxhhqonhxri2jszh-dlmwqkycdtlezqri3-56gd9","true","true","true"
"amber_international_x_stock","Amber International xStock","ETH","eth","0x2f9a35ab5ddfbc49927bfdeab98a86c53dc6e763","true","true","true"
"amber_international_x_stock","Amber International xStock","SOL","solana","XsaQTCgebC2KPbf27KUhdv5JFvHhQ4GDAPURwrEhAzb","true","true","true"
"amber_international_x_stock","Amber International xStock","TON","ton_protocol","EQcp81ypc3yhtw_5q1x8opre0hfpziyxgraro1vo_ubmkw3s","true","true","true"
"ambire_adex","Ambire AdEx","ETH","eth","0x4470bb87d77b963a013db939be332f927f2b992e,0xade00c28244d5ce17d72e40330b1c318cd12b7c3","true","true","true"
"ambire_adex","Ambire AdEx","BSC","binance_smart_chain","0x6bff4fb161347ad7de4a625ae5aa3a1ca7077819","true","true","true"
"amd_x_stock","AMD xStock","ETH","eth","0x3522513e5f146a2006e2901b05f16b2821485e19","true","true","true"
"amd_x_stock","AMD xStock","SOL","solana","XsXcJ6GZ9kVnjqGsjBnktRcuwMBmvKWh8S93RefZ1rF","true","true","true"
"amd_x_stock","AMD xStock","TON","ton_protocol","EQc0gyephoku2qg8jfqc7waioob-dvkfdeoiqxucasgzarl9","true","true","true"
"american_express_x_stock","American Express xStock","ETH","eth","0xb23767492d0ca6dc7221cbea45689a0410f388c4","true","true","true"
"american_express_x_stock","American Express xStock","SOL","solana","XstYR6KGqZFchAuhHoEe4mL8W2kL9aqGW1EDBKRrmGB","true","true","true"
"american_express_x_stock","American Express xStock","TON","ton_protocol","EQb40baa7ilx2dhoqi6ekpve8euqm39w-uuqdyffu9wfdbtt","true","true","true"
"amnis_aptos","Amnis Aptos","APTOS","aptos","0x111ae3e5bc816a5e63c2da97d0aa3886519e0cd5e4b046659fa35796bd11542a::amapt_token::AmnisApt","true","true","true"
"amnis_finance","Amnis Finance","APTOS","aptos","0xb36527754eb54d7ff55daf13bcb54b42b88ec484bd6f0e3b2e0d1db169de6451","true","true","true"
"amnis_staked_aptos_coin","Amnis Staked Aptos Coin","APTOS","aptos","0x111ae3e5bc816a5e63c2da97d0aa3886519e0cd5e4b046659fa35796bd11542a::stapt_token::StakedApt","true","true","true"
"amo_coin","AMO Coin","ETH","eth","0x38c87aa89b2b8cd9b95b736e1fa7b612ea972169","true","true","true"
"amon_d","AmonD","ETH","eth","0x00059ae69c1622a7542edc15e8d17b060fe307b6","true","true","true"
"amon","Amon","ETH","eth","0x737f98ac8ca59f2c68ad658e3c3d8c8963e40a4c","true","true","true"
"amp","Amp","ETH","eth","0xff20817765cb7f73d4bde2e66e067e58d11095c2","true","true","true"
"amp","Amp","NEAR","near","ff20817765cb7f73d4bde2e66e067e58d11095c2.factory.bridge.near","true","true","true"
"ampleforth_governance_token","Ampleforth Governance","ETH","eth","0x77fba179c79de5b7653f68b5039af940ada60ce0","true","true","true"
"ampleforth_governance_token","Ampleforth Governance","MATIC","polygon","0x5ecba59dacc1adc5bdea35f38a732823fc3de977","true","true","true"
"ampl","Ampleforth","ETH","eth","0xd46ba6d942050d489dbd938a2c909a5d5039a161","true","true","true"
"ampl","Ampleforth","NEAR","near","77fba179c79de5b7653f68b5039af940ada60ce0.factory.bridge.near","true","true","true"
"amplify","Amplify","ETH","eth","0x735af341f2d9ce3663616cd84ff522dbf62fbc1f","true","true","true"
"anchor_protocol","Anchor Protocol","ETH","eth","0x0f3adc247e91c3c50bc08721355a41037e89bc20","true","true","true"
"anchor_usd","AnchorUSD","XLM","xlm","GDUKMGUGDZQK6YHYA5Z6AY2G4XDSZPSZ3SW5UN3ARVMO6QSRDWP5YLEX","true","true","true"
"ancient_8","Ancient8 Token","ETH","eth","0x3e5a19c91266ad8ce2477b91585d1856b84062df","true","true","true"
"andx_usd","ANDX USD","SOL","solana","6PvZ7FShNSrSiZ1byAjgB1zG1d8KLe7EZRUn4uwdiVgJ","true","true","true"
"andy","Andy","ETH","eth","0x68bbed6a47194eff1cf514b50ea91895597fc91e","true","true","true"
"angle_protocol","Angle","ETH","eth","0x31429d1856ad1377a8a0079410b297e1a9e214c2","true","true","true"
"animecoin","Animecoin","ARBITRUM","arbitrum","0x37a645648df29205c6261289983fb04ecd70b4b3","true","true","true"
"animecoin","Animecoin","ETH","eth","0x4dc26fc5854e7648a064a4abd590bbe71724c277","true","true","true"
"animoca","Animoca","SOL","solana","13UnWveBycSEeYJFgvsmE2qHXP5ERienrhGZ5wUjWM8L","true","true","true"
"ankr","Ankr Network Token","ETH","eth","0x8290333cef9e6d528dd5618fb97a76f268f3edd4","true","true","true"
"ankr","Ankr Network Token","BSC","binance_smart_chain","0xf307910a4c7bbc79691fd374889b36d8531b08e3","true","true","true"
"anoma","Anoma","ETH","eth","0xcedbea37c8872c4171259cdfd5255cb8923cf8e7","true","true","true"
"anon_coin","anon coin","SOL","solana","A53BzB7297SXdF6mguQQ8kzqjVYt8pUeHW5m1i8pD6hf","true","true","true"
"anthropic_pre_stocks","Anthropic PreStocks","SOL","solana","Pren1FvFX6J3E4kXhJuCiAD5aDmGEb7qJRncwA8Lkhw","true","true","true"
"anvil","Anvil","ETH","eth","0xaeeaa594e7dc112d67b8547fe9767a02c15b5597","true","true","true"
"apecoin","ApeCoin","ETH","eth","0x4d224452801aced8b2f0aebe155379bb5d594381","true","true","true"
"apenft_token","APENFT Token","TRX","trx","TFczxzPhnThNSqr5by8tvxsdCFRRz6cPNq","true","true","true"
"apenft_token","APENFT Token","ETH","eth","0x198d14f2ad9ce69e76ea330b374de4957c3f850a","true","true","true"
"aperture","Aperture","ARBITRUM","arbitrum","0x1C986661170c1834db49C3830130D4038eEeb866","true","true","true"
"api3","API3","ETH","eth","0x0b38210ea11411557c13457d4da7dc6ea731b88a","true","true","true"
"apollo_diversified_credit_securitize_fund_on_aptos","Apollo Diversified Credit Securitize Fund on Aptos","APTOS","aptos","0xe528f4df568eb9fff6398adc514bc9585fab397f478972bcbebf1e75dee40a88","true","true","true"
"app_coins","AppCoins","ETH","eth","0x1a7a8bd9106f2b8d977e08582dc7d24c723ab0db","true","true","true"
"app_duck_by_virtuals","AppDuck by Virtuals","BASE","base","0x67446a5746b5f1ce62d78f40f8c83dba03ae3e15","true","true","true"
"app_lovin_x_stock","AppLovin xStock","ETH","eth","0x50a1291f69d9d3853def8209cfb1af0b46927be1","true","true","true"
"app_lovin_x_stock","AppLovin xStock","SOL","solana","XsPdAVBi8Zc1xvv53k4JcMrQaEDTgkGqKYeh7AYgPHV","true","true","true"
"app_lovin_x_stock","AppLovin xStock","TON","ton_protocol","EQcgj7kuksfu3w-vmggvuu5qhgxh0kqee3b9j5htwi7qeko4","true","true","true"
"apple_tokenized_stock_ondo","Apple Tokenized Stock (Ondo)","BSC","binance_smart_chain","0x14c3abf95cb9c93a8b82c1cdcb76d72cb87b2d4c","true","true","true"
"apple_x_stock","Apple xStock","ETH","eth","0x9d275685dc284c8eb1c79f6aba7a63dc75ec890a","true","true","true"
"apple_x_stock","Apple xStock","SOL","solana","XsbEhLAtcf6HdfpFZ5xEMdqW8nfAvcsP5bdudRLJzJp","true","true","true"
"apple_x_stock","Apple xStock","TON","ton_protocol","EQdsjawfko-6fvzv2eyt-1cazty_zl-pfksid6jeqchnwmdo","true","true","true"
"apricot","Apricot","SOL","solana","APTtJyaRX5yGTsJU522N4VYWg3vCvSb65eam5GrPT5Rt","true","true","true"
"apro_oracle_token","APRO Oracle Token","ETH","eth","0x0581ccdf2d9bca21baeff8b32b2551fd49cf70aa","true","true","true"
"aptos","APTOS","APTOS","aptos","0x1::aptos_coin::AptosCoin,0x000000000000000000000000000000000000000000000000000000000000000a","true","true","true"
"apu_apustaja","Apu Apustaja","ETH","eth","0x594daad7d77592a2b97b725a7ad59d7e188b5bfa","true","true","true"
